artists,Track_Count,Avg_Pop,Max_Pop,Avg_Energy,Avg_Dance
Colyn;Maurits Colijn,1,44.0,44,0.73,0.75
Colyn;Innellea,1,41.0,41,0.48,0.75
N'Klabe,1,27.0,27,0.84,0.54
Colour Castle;Ruby Turner;Blake Leisurely,1,19.0,19,0.95,0.58
NAALAYAK;Subir Malik;Jasmine Kaur,1,43.0,43,0.47,0.56
Colorstone,1,36.0,36,0.88,0.37
N3WPORT;Meggie York,1,38.0,38,0.62,0.48
N3WPORT;Medyk,1,41.0,41,0.48,0.44
N3WPORT;M.I.M.E,1,31.0,31,0.74,0.62
N3WPORT;Leila Pari,1,38.0,38,0.76,0.57
N3WPORT,1,39.0,39,0.59,0.41
N.O.R.E.;Daddy Yankee;Nina Sky;Gemstar;Big Mato,1,32.0,32,0.95,0.68
N'Klabe;ELYSANIJ,1,28.0,28,0.8,0.7
N.I.N.A;Terra;Kash,1,44.0,44,0.52,0.72
N.I.N.A,1,46.0,46,0.58,0.7
N-Sane,1,17.0,17,0.72,0.74
N'Samble;Yahaira Plasencia,1,28.0,28,0.84,0.48
N'Samble,1,29.0,29,0.66,0.76
N'Klabe;Rey Ruiz,1,27.0,27,0.73,0.71
N'Klabe;R.K.M & Ken-Y,1,36.0,36,0.82,0.65
Márcia Fellipe;Os Barões Da Pisadinha;Vitor Fernandes;Victor Meira;Zeca Bota Bom;Zé Vaqueiro,1,44.0,44,0.96,0.76
MÖWE;Jonasu;Eskeemo,1,52.0,52,0.68,0.78
NTRL;Indra7,1,38.0,38,0.81,0.55
MÖWE;Daniel Nitt,1,44.0,44,0.72,0.75
My Chemical Romance;The Used,1,1.0,1,0.9,0.53
My Buddy Mike;Sabelle,1,45.0,45,0.66,0.69
Concord Dawn,1,21.0,21,0.9,0.54
Mwuana;Ozzy,1,28.0,28,0.61,0.79
Confession,1,23.0,23,0.97,0.49
Mvntana;Pyt Ny,1,15.0,15,0.66,0.85
Mvntana;Jdub,1,16.0,16,0.6,0.87
Mvntana;Flyy TheProducer;Pyt Ny;Dj Smallz 732,1,17.0,17,0.79,0.89
Mvntana;Flyy TheProducer;Pyt Ny,1,18.0,18,0.85,0.68
Mvntana;DJ Taj,1,21.0,21,0.61,0.9
Congo Natty;Conquering Lion;Buju Banton,1,16.0,16,0.9,0.63
Mutiilation,1,16.0,16,1.0,0.16
Mustard Plug,1,33.0,33,0.87,0.45
Congo Natty;DJ Madd,1,16.0,16,0.82,0.69
Mustafa Sandal,1,40.0,40,0.43,0.62
Congo Natty;FLeCK,1,15.0,15,0.93,0.5
Congo Natty;Izachar;Junior Baptist,1,16.0,16,0.88,0.63
Conan Gray,1,87.0,87,0.42,0.36
My Darkest Days;Zakk Wylde,1,68.0,68,0.92,0.48
Con Funk Shun,1,31.0,31,0.65,0.94
Myon;ICON;Sean Darin,1,45.0,45,0.76,0.54
MÖWE;Croell,1,57.0,57,0.77,0.7
MÖWE;Conor Maynard;RANI;Sam Feldt,1,47.0,47,0.79,0.6
MÖWE,1,56.0,56,0.87,0.63
Myuk,1,49.0,49,0.63,0.61
Compton's Most Wanted,1,56.0,56,0.48,0.77
Myssa More;BLACKGRAPES,1,33.0,33,0.4,0.84
Myrkgrav,1,20.0,20,0.92,0.41
Mylène Farmer;Sting,1,50.0,50,0.76,0.68
Comunidade Nin-jitsu;Armandinho,1,41.0,41,0.63,0.63
Comunidade Evangélica de Maringá,1,51.0,51,0.4,0.46
Myke Towers;Jhay Cortez,1,78.0,78,0.74,0.82
Myke Towers,1,80.0,80,0.62,0.75
Myd,1,66.0,66,0.59,0.77
MyChildren MyBride,1,27.0,27,0.97,0.57
Comunidade Nin-jitsu,1,35.0,35,0.92,0.51
My Little Lover,1,32.0,32,0.83,0.56
NACION,1,26.0,26,0.98,0.49
Colonel Reyel,1,37.0,37,0.83,0.69
NASKA;Zoda,1,33.0,33,0.63,0.5
NAVACHA,1,40.0,40,0.68,0.7
NSG;Geko,1,54.0,54,0.69,0.67
NSD;DNC,1,30.0,30,0.93,0.59
NRG,1,27.0,27,0.77,0.77
NRBQ,1,22.0,22,0.75,0.56
NOTD;Felix Jaehn;Captain Cuts;Georgia Ku,1,0.0,0,0.89,0.66
NOTD;Astrid S,1,69.0,69,0.9,0.5
NORRA,1,60.0,60,0.67,0.74
NORMANDY;Lynn Miller,1,27.0,27,0.16,0.71
NOFX,1,32.0,32,0.88,0.34
NOES,1,55.0,55,0.92,0.6
NOCTURNAL BLOODLUST,1,20.0,20,1.0,0.51
NK;Uplink,1,46.0,46,0.78,0.49
NJ;Mary Ann Alexander,1,41.0,41,0.59,0.6
Cold War Kids;Bishop Briggs,1,58.0,58,0.89,0.59
NIVIRO,1,57.0,57,0.87,0.61
NIRAJ,1,47.0,47,0.3,0.72
NINA,1,40.0,40,0.75,0.6
NSG;Giggs,1,57.0,57,0.62,0.63
NSG;LD,1,61.0,61,0.75,0.88
NSG;MHD,1,60.0,60,0.75,0.89
Coiffeur,1,35.0,35,0.45,0.78
NTO;Worakls,1,56.0,56,0.48,0.8
NTO;Tricky;Marta,1,46.0,46,0.4,0.8
NTO;Sofiane Pamart,1,57.0,57,0.36,0.64
NTO;Sainte Vie;Tricky,1,42.0,42,0.79,0.65
NTO;Rodriguez Jr.;Tricky,1,43.0,43,0.82,0.54
NTO;Paul Kalkbrenner,1,61.0,61,0.6,0.7
NTO;Monolink;KAS:ST,1,44.0,44,0.78,0.57
NTO;Joris Delacroix;Joachim Pastor;French 79;Romain Garcia;Stereoclip,1,44.0,44,0.74,0.46
NSG;MIST,1,52.0,52,0.67,0.63
NTO;Joachim Pastor,1,43.0,43,0.75,0.69
NTO;Innellea;Tricky,1,35.0,35,0.55,0.73
NTO;French 79,1,50.0,50,0.5,0.7
NTO;Einmusik,1,34.0,34,0.5,0.8
Cokobi,1,65.0,65,0.04,0.2
Cola Jet Set,1,29.0,29,0.75,0.49
Cold Beat,1,26.0,26,0.73,0.44
NIKØTIN,1,37.0,37,0.92,0.78
Coldcut;On-U Sound;Roots Manuva;Adrian Sherwood,1,19.0,19,0.59,0.72
Coldcut;Roots Manuva,1,39.0,39,0.84,0.67
College;Electric Youth,1,49.0,49,0.43,0.52
NF,1,74.0,74,0.79,0.79
NERVO;Skazi,1,47.0,47,0.81,0.68
NERVO;Carla Monroe,1,60.0,60,0.87,0.64
NERO;ZHU,1,46.0,46,0.55,0.52
NERO;Porter Robinson,1,48.0,48,0.38,0.47
Colin Donnell;Solea Pfeiffer,1,23.0,23,0.47,0.29
NEIL FRANCES,1,70.0,70,0.52,0.93
Collide,1,24.0,24,0.76,0.69
NG Rezonance;Alex Wright,1,28.0,28,0.96,0.29
NECROTTED,1,39.0,39,0.93,0.44
NCT;NCT U,1,66.0,66,0.54,0.79
NCT U,1,66.0,66,0.8,0.73
Collie Buddz;Krayzie Bone,1,26.0,26,0.78,0.82
Collin Raye,1,56.0,56,0.24,0.6
NAZAAR;AMAGII,1,36.0,36,0.88,0.48
NAZAAR,1,26.0,26,0.91,0.52
Colin Donnell;Mykal Kilgore;'Songs for a New World' 2018 Encores! Off-Center Company,1,24.0,24,0.69,0.63
Colin Donnell;Laura Osnes;Ward Billeisen;Josh Franklin;Daniel J. Edwards;William Ryall,1,25.0,25,0.34,0.28
NIC;Der Vollhorst,1,24.0,24,0.88,0.71
NGHTMRE;Gunna,1,54.0,54,0.72,0.73
Colde;Crush,1,59.0,59,0.23,0.41
NGUZUNGUZU,1,16.0,16,0.49,0.54
Coldplay;Geoff Swan;Hardwell;Mark 'Spike' Stent,1,0.0,0,0.66,0.65
NGHTMRE;SLANDER;Matthew Santos,1,63.0,63,0.94,0.48
Coldplay;Matoma,1,0.0,0,0.77,0.65
NGHTMRE;RNSOM;Davis,1,53.0,53,0.59,0.54
NGHTMRE;Oliver Tree,1,61.0,61,0.75,0.54
NG2;Willie Gonzalez,1,29.0,29,0.81,0.62
Colin Donnell,1,22.0,22,0.54,0.42
NG2;Rubby Perez,1,27.0,27,0.81,0.78
NG2,1,27.0,27,0.84,0.72
NG Rezonance;Venetica,1,29.0,29,0.99,0.38
NG Rezonance;Peter Berry,1,29.0,29,1.0,0.47
NG Rezonance;PHD;Peter Berry,1,29.0,29,0.94,0.43
Colette Lush,1,60.0,60,0.29,0.74
NG Rezonance;Matt Draper,1,29.0,29,0.96,0.46
Mo' Horizons;Lea,1,18.0,18,0.85,0.76
Mo' Horizons;Fort Knox 5,1,18.0,18,0.7,0.83
Mo' Horizons;Flamingo Star,1,18.0,18,0.69,0.68
D-Ceptor;Re-Fuzz,1,31.0,31,0.99,0.43
D-Block & S-te-Fan;Villain;Warface,1,23.0,23,0.98,0.57
Mezzo Piano,1,28.0,28,0.04,0.71
Mezsiah,1,39.0,39,0.56,0.65
Meynberg;Joseph Feinstein,1,62.0,62,0.55,0.86
Meychan,1,0.0,0,0.93,0.64
Mexican Music Factory;Felipe Gutierrez;Jorge Cristian,1,24.0,24,0.41,0.87
D-Ceptor,1,31.0,31,0.99,0.32
Mexican Music Factory;Duo: Ramos - Monterrubio,1,21.0,21,0.29,0.44
Meu Funeral,1,28.0,28,0.94,0.61
D-Ceptor;Nick Novity,1,32.0,32,0.92,0.42
Metth;Khontkar;Ceg,1,37.0,37,0.5,0.76
Metronomy,1,71.0,71,0.54,0.64
Metro Station,1,69.0,69,0.96,0.62
Metro Boomin;Gunna,1,81.0,81,0.46,0.9
Metrik;ShockOne,1,48.0,48,0.87,0.49
Metrik;Rothwell;S.P.Y,1,18.0,18,0.88,0.45
Metrik;Grafix,1,48.0,48,0.9,0.43
MiZeb;Zate,1,42.0,42,0.76,0.71
Mia Carrera,1,60.0,60,0.11,0.41
D-Block & S-te-Fan;Villain;DV8,1,22.0,22,0.94,0.68
Mica Paris,1,28.0,28,0.48,0.64
D-Block & S-te-Fan;D-Sturb,1,64.0,64,0.94,0.46
Michael Angelo Batio,1,38.0,38,0.88,0.18
D-Block & S-te-Fan;DJ Isaac,1,65.0,65,0.94,0.52
Micha von der Rampe;Xtreme Sound,1,37.0,37,0.98,0.64
Micha von der Rampe;Johnny Dampf,1,25.0,25,0.98,0.81
D-Block & S-te-Fan;Ghost Stories,1,52.0,52,0.87,0.4
D-Block & S-te-Fan;High Voltage,1,23.0,23,0.97,0.6
D-Block & S-te-Fan;Josh & Wesz,1,21.0,21,0.87,0.72
Mia Julia;DJ Mico,1,23.0,23,0.82,0.61
Miami Horror,1,59.0,59,0.86,0.58
Mia Rollo,1,29.0,29,0.49,0.47
Mia Pandosa,1,61.0,61,0.0,0.09
Mia Julia;Tom Tigo,1,23.0,23,0.96,0.69
D-Block & S-te-Fan;Sub Zero Project,1,57.0,57,0.88,0.54
D-Block & S-te-Fan;The Pitcher;DV8 Rocks!,1,21.0,21,0.74,0.54
D-Block & S-te-Fan;Villain,1,22.0,22,0.98,0.58
Metrik;Elisabeth Troy,1,17.0,17,0.74,0.49
Metin Kemal Kahraman,1,41.0,41,0.38,0.46
D. Imman;VV Prassanna;Vandana Srinivasan,1,58.0,58,0.7,0.69
Methrone,1,40.0,40,0.38,0.74
Mercedes Sosa;Ariel Ramírez;Hector Zeoli,1,0.0,0,0.19,0.51
D-Sturb;E-Force,1,44.0,44,0.98,0.43
D-Sturb;Nolz,1,20.0,20,0.97,0.48
Mephorash,1,16.0,16,0.72,0.34
Menumas;The Witcher,1,29.0,29,0.73,0.48
Menumas;Raz,1,37.0,37,0.73,0.5
Menumas;All In One,1,37.0,37,0.62,0.49
Mental Theo;Charly Lownoise,1,20.0,20,0.69,0.49
Mental Theo,1,20.0,20,0.78,0.43
Menor do Chapa,1,42.0,42,0.64,0.69
Menor MC;DJ Matt D;Rincon Sapiência,1,44.0,44,0.44,0.82
D-Sturb;Warface,1,21.0,21,0.92,0.54
Menor MC,1,44.0,44,0.3,0.73
Meno Tody;Mc Kevin,1,45.0,45,0.66,0.89
Mengers,1,27.0,27,0.98,0.38
Mendum;Brenton Mattheus,1,34.0,34,0.83,0.39
Mendum,1,46.0,46,0.51,0.33
Mercedes Sosa;Charly García,1,0.0,0,0.24,0.36
D-Sturb,1,56.0,56,0.98,0.41
Merciful Nuns,1,20.0,20,0.75,0.66
D-Ceptor;X-Treme,1,35.0,35,0.98,0.4
Method Man;Redman,1,69.0,69,0.66,0.61
Meth Math;Dinamarca,1,21.0,21,0.44,0.73
Meth Math,1,20.0,20,0.46,0.67
Metamatics,1,11.0,11,0.59,0.81
Metallica;Marianne Faithfull,1,63.0,63,0.9,0.44
D-Ceptor;Rob Gee,1,31.0,31,0.93,0.49
Message To Bears,1,58.0,58,0.34,0.13
D-Ceptor;Zerberuz,1,29.0,29,1.0,0.5
D-Mind;Anklebreaker,1,20.0,20,0.84,0.51
D-Formation;Saccao,1,40.0,40,0.92,0.72
Merzhin,1,33.0,33,0.98,0.62
Mert Demir;Tolga Akdoğan,1,42.0,42,0.79,0.68
D-Major;Rytikal,1,24.0,24,0.73,0.59
Merengues Dorados,1,38.0,38,0.69,0.64
Merda,1,31.0,31,0.91,0.4
D-Mind,1,22.0,22,0.85,0.43
D-Attack;REVIVE;Ihaka,1,25.0,25,0.93,0.48
Michael Ball;Amy Wadge,1,20.0,20,0.24,0.4
Michael Ball;Imelda Staunton,1,21.0,21,0.73,0.47
Michael Ball;Imelda Staunton;The 2012 London Cast of Sweeney Todd,1,21.0,21,0.25,0.36
Cypress Hill;Barron Ricks,1,65.0,65,0.63,0.55
Cyril Kamer,1,77.0,77,0.69,0.79
Michael Price;David Arnold,1,39.0,39,0.12,0.1
Cyril Mathews,1,59.0,59,0.01,0.4
Michael Nyman;Johannes Bornlöf,1,0.0,0,0.18,0.3
Michael Nyman;Ahn Trio,1,0.0,0,0.17,0.22
Michael McIntyre,1,21.0,21,0.53,0.65
Michael Mayer,1,0.0,0,0.94,0.68
Michael Logen,1,33.0,33,0.72,0.46
Cátia Moreira,1,19.0,19,0.11,0.41
Michael Kwan;Tracy Huang,1,24.0,24,0.26,0.47
Michael Kiwanuka;Tom Misch,1,57.0,57,0.42,0.77
Cátia Moreira;Ana Encarnação;Henrique Feist;Filipe Gonçalves;Elenco - Frozen 2: O Reino do Gelo,1,24.0,24,0.5,0.55
Michael Jackson;Siedah Garrett,1,67.0,67,0.47,0.66
Michael Jackson;Akon,1,60.0,60,0.72,0.61
César Menotti & Fabiano,1,43.0,43,0.55,0.34
Michael Ian Black,1,24.0,24,0.69,0.6
Cynthia Luz;Projota,1,47.0,47,0.66,0.75
Cynthia Luz;Pedro Lotto;Paiva Prod,1,41.0,41,0.22,0.64
Michael W. Smith;Carrie Underwood,1,0.0,0,0.33,0.24
Michal Rosinski;Teresa Lipowska,1,28.0,28,0.11,0.5
Michelle Nascimento,1,40.0,40,0.79,0.62
Michelle Featherstone,1,35.0,35,0.84,0.5
Cyclo;Tefa,1,28.0,28,0.67,0.56
Michele Leao,1,48.0,48,0.17,0.52
Cynthia Erivo,1,70.0,70,0.32,0.62
Michel Legrand,1,0.0,0,0.58,0.39
Michel Berger;France Gall,1,32.0,32,0.73,0.76
Michal Rosinski;Maciej Stuhr,1,19.0,19,0.52,0.6
Michael W. Smith;Lady Antebellum,1,0.0,0,0.55,0.34
Cynthia Luz;Dalsin,1,40.0,40,0.51,0.67
Cynthia Luz;NOG;Pedro Lotto,1,42.0,42,0.48,0.65
Michael Wendler;Anika,1,28.0,28,0.92,0.73
Cynthia Luz;Pedro Lotto;Froid,1,47.0,47,0.78,0.48
Michael W. Smith;Vanessa Campagna;Madelyn Berry,1,51.0,51,0.63,0.41
Michael W. Smith;Vanessa Campagna,1,60.0,60,0.73,0.5
Michael W. Smith;Skye Reedy,1,40.0,40,0.24,0.2
Michael Hoppé;Tim Wheater,1,24.0,24,0.15,0.18
César Menotti & Fabiano;Luan Santana,1,42.0,42,0.75,0.28
Michael Hoppé;Martin Tillman,1,25.0,25,0.21,0.11
Michael Calfan;Hannah Boleyn,1,53.0,53,0.85,0.67
Michael Cerveris;Beth Malone,1,22.0,22,0.27,0.47
D'yani,1,27.0,27,0.67,0.64
Michael Cera Palin,1,31.0,31,0.89,0.63
Michael Carreon,1,60.0,60,0.49,0.78
Michael Calfan;Selva;Jex,1,52.0,52,0.75,0.78
Michael Calfan;Martin Solveig,1,46.0,46,0.7,0.72
Michael Calfan;INNA,1,50.0,50,0.67,0.77
Michael Calfan;Gabrielle Aplin,1,49.0,49,0.67,0.68
Michael Cerveris;James Barbour;Becky Ann Baker;Denis O'Hare;Jeffrey Kuhn;Mario Cantone;Alexander Gemignani;Mary Catherine Garrison;Neil Patrick Harris,1,21.0,21,0.34,0.6
D'yani;Weekday,1,30.0,30,0.42,0.61
Michael Bublé;Nelly Furtado,1,2.0,2,0.43,0.64
Michael Bublé;Meghan Trainor,1,58.0,58,0.54,0.67
Michael Bublé;Cécile McLorin Salvant,1,59.0,59,0.27,0.46
D-51,1,57.0,57,0.98,0.57
D-Attack,1,19.0,19,0.97,0.38
Michael Ball;The 2012 London Cast of Sweeney Todd,1,23.0,23,0.42,0.44
Michael Cerveris;Elena Roger;Ricky Martin;Evita Ensemble (2012),1,20.0,20,0.48,0.38
Michael Cerveris;Sydney Lucas;Beth Malone;Judy Kuhn,1,21.0,21,0.18,0.6
Cícero,1,42.0,42,0.51,0.32
Michael Forster,1,57.0,57,0.22,0.32
Michael Henderson,1,29.0,29,0.62,0.6
Michael Harrison,1,45.0,45,0.01,0.33
Michael Hanley;Disney Peaceful Piano;Disney Peaceful Guitar;r. rayfelld,1,25.0,25,0.14,0.59
Cólera,1,30.0,30,0.97,0.33
Michael Gray,1,67.0,67,0.83,0.69
Cö Shu Nie;Naeleck,1,49.0,49,0.81,0.79
Michael Forzza,1,24.0,24,0.42,0.78
Michael Fischer,1,30.0,30,0.88,0.73
Michael Cerveris;Sydney Lucas;Emily Skeggs;Beth Malone,1,22.0,22,0.16,0.6
Michael Fakesch,1,12.0,12,0.97,0.68
Michael Dulin,1,22.0,22,0.12,0.37
Michael Danny,1,27.0,27,0.47,0.6
Cœur De Pirate,1,33.0,33,0.56,0.76
Michael Cooper,1,34.0,34,0.63,0.67
Michael Cleveland;The Travelin' McCourys,1,24.0,24,0.64,0.63
Michael Cleveland,1,22.0,22,0.36,0.63
D. Imman;Sean Roldan;Kalyani Nair,1,55.0,55,0.56,0.69
D.ACE;Cookiesan,1,34.0,34,0.72,0.54
Mo' Horizons;Fab Samperi,1,21.0,21,0.9,0.69
Meat Katie;Christian J;Dylan Rhymes,1,14.0,14,0.92,0.73
Medooza,1,34.0,34,0.44,0.74
DING DONG;Bravo Ravers,1,32.0,32,0.75,0.84
Meditation Spa;Relax Meditate Sleep;Relaxation;Namaste;Relajante Marrón Ruido,1,32.0,32,0.0,0.0
Meditation Spa;Rain Sounds;Best Relaxing SPA Music;Rain Sounds & Nature Sounds;Rainfall,1,42.0,42,0.0,0.0
Meditation Spa;Deep Sleep;White Noise Therapy;Relaxation;Deep Sleep Relaxation;Deep Sleep Meditation,1,32.0,32,0.0,0.0
DING DONG;Dexta Daps,1,20.0,20,0.86,0.75
Meditation Relaxation Club,1,32.0,32,0.0,0.09
DING DONG;Dunw3ll,1,50.0,50,0.82,0.62
Meditation Music Zone,1,32.0,32,0.02,0.12
Medina;Kaliffa,1,28.0,28,0.82,0.77
Medina;Alex D'Rosso,1,32.0,32,0.89,0.72
Medina Azahara,1,56.0,56,0.73,0.37
DIVINE;Aavrutti;D'Evil;Shah Rule,1,56.0,56,0.81,0.65
Mediha Demirkıran,1,39.0,39,0.47,0.28
Meccano Twins;Sedutchion,1,19.0,19,0.97,0.41
DIVINE;MC Altaf;Stylo G;Phenom,1,57.0,57,0.61,0.87
DIVINE;Major C,1,58.0,58,0.66,0.83
DING DONG;Bravo,1,22.0,22,0.86,0.66
Medulla;Martin,1,39.0,39,0.52,0.58
Medwyn Goodall,1,20.0,20,0.3,0.13
Meet Bros.;Jubin Nautiyal;Dhvani Bhanushali,1,59.0,59,0.72,0.53
Mefjus;flowanastasia,1,48.0,48,0.84,0.44
Mefjus;Loadstar,1,17.0,17,0.87,0.52
Mefjus;Camo & Krooked,1,58.0,58,0.93,0.53
DESTIN CONRAD,1,60.0,60,0.58,0.58
Meet Bros.;Piyush Mehroliyaa;Manjul Khattar;Rits Badiani,1,63.0,63,0.52,0.32
Meet Bros.;Palak Muchhal;Altamash Faridi,1,63.0,63,0.65,0.63
Meet Bros.;Neha Kakkar;Jassie Gill,1,57.0,57,0.92,0.77
Meet Bros.;Arijit Singh,1,62.0,62,0.46,0.52
Medz Boss,1,26.0,26,0.8,0.63
Meet Bros.;Aditi Singh Sharma;Natalie Ram;Thomson Andrews;Keshia Braganza;Gwen Dias;Ryan Dias,1,61.0,61,0.98,0.6
Mees Salomé;Celine Cairo;Joris Voorn,1,45.0,45,0.68,0.71
Mees Salomé;Celine Cairo,1,46.0,46,0.68,0.7
Mees Salomé,1,41.0,41,0.38,0.79
DHN Missile,1,41.0,41,0.42,0.72
DIALOGUE+,1,47.0,47,0.96,0.49
Mee Wee,1,14.0,14,0.97,0.95
Meatbodies,1,26.0,26,0.72,0.31
Meat Beat Manifesto,1,23.0,23,0.91,0.57
D.ACE;Cookiesan;Zoro L'Frérot;Negrito Senpai;Ol Kainry;Volts Face,1,35.0,35,0.74,0.74
DJ 3000;Truncate,1,8.0,8,0.65,0.72
Mc Orelha,1,46.0,46,0.71,0.94
Mc Nathan ZK;Mc Lipi,1,42.0,42,0.42,0.64
Mc Nasrani,1,21.0,21,0.4,0.48
Mc Magrinho;DJ RC;MC NAHARA,1,45.0,45,0.68,0.94
Mc Magal;Mc Kako;MC Murilo MT;MC Leozinho ZS;MC Neguinho do Kaxeta,1,44.0,44,0.56,0.62
Mc Magal;MC Hariel;MC Neguinho do Kaxeta,1,45.0,45,0.6,0.67
Mc Magal,1,43.0,43,0.49,0.55
Mc Lipi;Kell Smith,1,42.0,42,0.79,0.66
DJ Battle;Lexy Panterra,1,33.0,33,0.66,0.66
Mc Lele JP;MC Vitinho Jóia;Aluado;Leo Square;ARTHNAMIX,1,47.0,47,0.27,0.6
Mc Lele JP;MC Marks;MC Joãozinho VT;Dj GM;DJ BUNE,1,52.0,52,0.63,0.63
Mc Lele JP;MC Marks;Dj Betinho;WR OFICIAL,1,45.0,45,0.5,0.47
Mc Lele JP;MC Leozinho ZS;Mc DR,1,45.0,45,0.61,0.82
Mc Lele JP;Lezin do Peri;DJ Gordinho,1,47.0,47,0.5,0.88
Mc Lele JP,1,48.0,48,0.58,0.66
Mc Kevin;Vulgo FK;Gaab,1,53.0,53,0.52,0.64
Mc Kevin;Mc Vk,1,43.0,43,0.52,0.73
DJ Battle;Jahyanai;Bamby;Mr Eazi,1,46.0,46,0.72,0.75
Mc Paiva ZS;MC Tinho da Sul;Dj chaves,1,53.0,53,0.42,0.65
Mc Rd;JIRAYAUAI;Mc THzinho original,1,42.0,42,0.48,0.96
Mc Tocha;Raphaela Santos,1,50.0,50,0.63,0.73
Meadows,1,57.0,57,0.48,0.52
Me And That Man;John Porter,1,21.0,21,0.87,0.51
Mc_team;Sonic Whales,1,25.0,25,0.01,0.13
McCoy Tyner,1,59.0,59,0.11,0.43
Mc Vzs;Dj Chaves,1,48.0,48,0.24,0.75
DJ BOY;MC Joãozinho VT;Mc Kako;MC Ryan SP;Mc Kadu;MC Cebezinho;Mc Kelvinho,1,49.0,49,0.67,0.77
Mc Vitão Do Savoy;Mc Magal;Mc Neguin da VL;Mc Kadu;Salvador Da Rima;Dj Murillo e LT no Beat,1,49.0,49,0.54,0.79
Mc Tikão;MC Maneirinho;JR ON,1,42.0,42,0.74,0.72
Mc Roginho;Raphaela Santos,1,47.0,47,0.75,0.74
Mc Tikão;Djonga;JR ON;MC Cabelinho,1,47.0,47,0.82,0.7
Mc Tha;Comunidade Jongo Dito Ribeiro;Sueide Kintê,1,40.0,40,0.72,0.6
Mc Tha;Comunidade Jongo Dito Ribeiro,1,44.0,44,0.89,0.75
DJ BOY;MC Joãozinho VT;Mc Kako;MC Vine7;MC Cebezinho;MC GP,1,51.0,51,0.53,0.84
Mc Th;La Furia,1,43.0,43,0.72,0.79
DJ BRUNO PRADO,1,44.0,44,0.99,0.95
Mc Souza;MC MENOR MT,1,51.0,51,0.35,0.65
Meg & Dia,1,56.0,56,0.83,0.35
Meg Birch,1,43.0,43,0.21,0.53
Mega Banton;Salaam Remi,1,28.0,28,0.49,0.7
DENNIS;NATTAN,1,42.0,42,0.94,0.56
Mellow Fellow,1,56.0,56,0.47,0.37
DAKU,1,42.0,42,0.49,0.71
Melissa Horn;Kaah,1,37.0,37,0.6,0.78
Melingo,1,21.0,21,0.45,0.57
DAVICHI,1,64.0,64,0.45,0.41
Melim;Djavan,1,38.0,38,0.29,0.3
DAVID AUGUST;Nelia Kit,1,40.0,40,0.54,0.64
DAVID AUGUST;Wanja,1,41.0,41,0.33,0.6
Melihat Gülses,1,37.0,37,0.46,0.33
DAVID AUGUST;Yvy,1,43.0,43,0.28,0.76
Melih Aydogan;Georgia Alexandra;Rivo,1,46.0,46,0.55,0.75
Melih Aydogan,1,50.0,50,0.66,0.86
DAY 7,1,40.0,40,0.33,0.66
Melendi;Ha*Ash,1,74.0,74,0.52,0.56
Melendi;Guaynaa,1,58.0,58,0.87,0.74
Melendi;Alejandro Sanz;Arkano,1,64.0,64,0.78,0.83
DAZZLE VISION,1,20.0,20,0.88,0.32
Mellow Fellow;Clairo,1,54.0,54,0.44,0.45
Mellow Melodies,1,21.0,21,0.0,0.32
DAF,1,34.0,34,0.79,0.8
D.ACE;Nhox;Cookiesan,1,37.0,37,0.76,0.7
D.ACE;Dehmo,1,33.0,33,0.61,0.64
Men I Trust,1,79.0,79,0.27,0.79
Memtrix,1,43.0,43,0.7,0.35
D.ACE;Demi Portion;Ol Kainry;Tiers;Zoro L'Frérot,1,33.0,33,0.73,0.63
Memphis La Blusera;Gustavo Borner,1,36.0,36,0.81,0.64
D.ACE;Negrito Senpai;Jewel Usain,1,32.0,32,0.55,0.54
Melé;Touré Kunda,1,57.0,57,0.75,0.82
D.I.T.C.;Big L;Fat Joe,1,59.0,59,0.84,0.65
D.O.D;Raphaella,1,58.0,58,0.85,0.69
Melotron,1,23.0,23,0.99,0.58
D.O.,1,66.0,66,0.4,0.62
D.O.;Wonstein,1,66.0,66,0.44,0.52
D.O.D;Carla Monroe,1,69.0,69,0.74,0.63
Melody Gardot;FKJ,1,0.0,0,0.54,0.59
D.O.D;RIELL,1,53.0,53,0.8,0.73
Melocos;Natalia Jiménez,1,0.0,0,0.7,0.57
DC Breaks,1,20.0,20,0.91,0.66
Melcochita,1,28.0,28,0.69,0.79
Melanie Müller,1,24.0,24,0.95,0.66
Megan Davies,1,54.0,54,0.21,0.39
DEAD END,1,20.0,20,0.98,0.41
DEADLIFE;Scandroid,1,49.0,49,0.9,0.49
DECO*27,1,61.0,61,0.89,0.56
DEHA INC.;Mertigo,1,49.0,49,0.79,0.66
DELLAFUENTE;Rvfv,1,70.0,70,0.79,0.78
Megan Moroney,1,78.0,78,0.49,0.38
Megan McKenna,1,58.0,58,0.3,0.49
DENNIS;Ferrugem,1,43.0,43,0.63,0.82
Megustar,1,32.0,32,0.94,0.77
Megaloh,1,41.0,41,0.68,0.74
Megahit,1,17.0,17,0.96,0.5
Megafone,1,37.0,37,0.64,0.39
DENNIS;Jorge,1,42.0,42,0.75,0.48
DENNIS;Matheus & Kauan,1,44.0,44,0.67,0.66
MegaR;Nyako,1,38.0,38,0.88,0.54
MegaR;Kballero Rap,1,39.0,39,0.86,0.63
Megumi Hayashibara,1,38.0,38,0.94,0.53
Mehdi Jalali,1,1.0,1,0.21,0.17
Melanie Martinez;Eric Sharp,1,0.0,0,0.66,0.67
